0x006708d8	..\Data\MsgDat\
0x00724127	 !#$%&'(*+,./02345678;<=?@ABCDFGHIJKLMNOPQRSTUVWXYZ[\]^_`cdfg
0x0072417b	 !"#$%&'(+,-./034678:;<=>?@CDFGHIJKLNOPRSTVWXYZ[\_`abcdefghjklmnop
0x007241d7	 !"&(*+,./0123456789:;<=>?@ABCDEFGHIJKNOQRSUVWXYZ[^`bcdefgkmnst
0x00724228	!%&'()*-.012456789:<=>?ABCDEFGHIJKLMNOPQRSTUVWXYZ[\]^_`abehijlopqruyz{|
0x00724283	 !#$%'()*+,-0145789;<=?@ABCDEFGHIJKLMNOPQRSTUXY[\]_abcdehjlmnostuwxy{
0x007242e7	 !"#$%&'()*+,-/01345789:;<=@BCDEFGHILMOPQSTUVWXYZ\^`abcdeh
0x00724339	 !"#$%&'()*+,./012346789:;<=>?@ABCDEFGHIJKLMNOPRSTVWXZ[\]^_`cdefg
0x00724394	 #$&'(,-./03589:<>?@BCDFGHIJKLMNOPQRSTUVWX[\^_`bdefghkmopqrtxz{
0x007243e6	"&'()*+-./0123456789:;<=>?@ABCDEFGHIJKLMNOPQRSTUVWXYZ[\]^_`abcgijmpqrs
0x0072443f	 !"#$%'()+,-/0123456789<=>?@ACDEGHIJKLMNOPQRSTUVWXYZ[\]`acdgiklmprtvxy
0x007244a2	 !"#$%&'()*+,-.012345689:<=>@ABCDEFIKLMNOPQRTUVWXYZ[\]^_`abc
0x007244f7	!"#$%&()*+,-./0123456789:<=>?@ABDEFGHIJKLMNOPQRSTUVWYZ[\]^`abdef
0x00724551	 !"$%&')*+,-.12458:;<=>ACEFGHIJLMNOPQRSTUVWXYZ[\]^_`abcdefijlmp
0x007245a6	 !$()*+,01345789:;<=@DEFGHIJKLMNOPQRSTUVWXYZ[\]^_`abcdefghijklmnopq
0x00724603	"&'()*./12356789:;>BCDEFGIJKLMNOPQRSTUVWXYZ[]^_`abcdefghijklmno
0x0072465e	 !"#$&'()*+-./012356789:;<=>?@ABCDEFGIJKLMNOPQRSTUVWXYZ[\]^_`
0x007246b9	 !"#$%&'()*+,-./0123456789:=>@ABDEFGHILMNOQRSTUVWXYZ[\]^_`a
0x00724713	 !"#$%&'()*+,./02346789:;<?@ACDEFGHIJKLMNOPQRSTUVWXYZ[\]^_
0x00724765	 "#$&'(*+,-./03456789:;<>?@BCDFGHIJKLOQSTUVWX[\^_`bcdefghkpqrwxz{
0x007247bd	 !"#$%&')+,-./0123456789:;<=>?@ABCDEFGHIJKLOPRSTVWXYZ[\_cdefgklnop
0x00724817	 !"%)*+,-.012456789:;<=>?ACDEFGHIJMNPQRTUVWXYZ]_abcdefhijlmnopqrs
0x00724877	 !"$%&'()*,-.012456789:=?ABCDEFHIJLMNPQRSTUVWY[]^_`abefhij
0x007248cc	 !"#$%&()*+,-.0123456789:;<=>?@ABCDEFGHIJMNPQRTUVWXYZ\]_abcdef
0x00724921	 !#$%&'(),.1256789:;<=>?@ABCDEFGHIJKLMNOPQTUWXY[\]^_`adfhijklmpqsy
0x00724978	"'()*+./012356789:;<=>?@BCDEFGHIJKLMNOPQRSTUVWXYZ[\]^_`abcfgijkmopqr
0x007249d0	#$%&'(+,./023456789:;?ABCDFGHIJKLMNOPQRSTUVWXYZ[\]^_`cfghjlmnopsuwxyz
0x00724a31	 !"#$%&'()*+,-./0123456789;<=?@ACDEFGHIJLNPQRSTUWXY[\]_`abcde
0x00724a81	 "#$&)*+-./12345678:<=>?@ABCEFGHIJKLMNOPQRSTUVWXYZ[\]^_abcefgijklmnopq
0x00724ae2	 !"#$%'()+,-/01234578:;<=>?@ABCDEFGHIJKLMNOPQRSTUVWXYZ[\]`acdg
0x00724b2f	 #%'()+,/02346789:;<?CDEGHKLNOPQRSTUVWXY[\]^_`abcdefghijklmnopqrstuvwxyz{|
0x00724b8e	"#%&)*+,-./26789:;>?ABCEFGHIJKLNRSTVWYZ[]^_`abcdefghijklmnopqrswyz{}
0x00724bec	 !"#$%'()*+,-/0123456789:;<=>?@ACDEFGHILMOPQSTUVWXY\]^_`abcdegh
0x00724c47	$%&'(+-/0146789:;<>?@ABCDEFGHJKLMNOPRSTUVWXYZ[\]^_`abcdefghij
0x00724c9e	 !#$%'()*+,-/02456789<=?@ACDEFGHILNOPQRSTUVWXYZ[\]^_`abcdefghij
0x00724cf2	 !"%&()*,./01259:;<=ABDEFHIJKLMNQUVWXYZ]^_`abcdefghijlmnopqrstuvwxyz
0x00724d52	!"#$%&')*./012356789:;<=>?@ABCDEFGHJKLMNORSTUVWXYZ[\]^_bfghij
0x00724dad	 "#$&'()*+,/013456789:;<=>?@ABCDEFGHIJKLMNOPQRSTUVWXYZ[\]^_
0x00724e07	 !"#$%&'()*+,./0123456789:;<=>?@ACDEFGHKLNOPRSTUVWXZ[]_`ab
0x00724e61	 !"#$%&'()*+,-./0123456789:;<=>?@ABCDEFGHIJKLMNOPQRSTUWXY
0x00724eb7	!"#$%&'*+,-./0123456789:;<=>?@ABCDEFGHIJKLMNORSUVWYZ[\]^_bdf
0x00724f62	 !$%'()+,-./01489:;<=?@ACDEGHIJKLMNOPQRTUVWXY]_`acefghilnpqrtuxy{|}
0x00724fc1	 !"$%()*+,-.01245689:;<=>ACDEFGHIJMNPQRTUVWXYZ]_abcdefijlmpqr
0x00725016	 !"#%&'()*+./12356789:;=>?@BCDEFGJKMNOQRSTUVWZ\^_`abcfghijkmnopqr
0x0072506d	!#$%&'()*+,-./0123456789:;<=>?@ABCDGHJKNOPQRSWY[\]^`cfghjklmnopstwx
0x007250c7	 !"#$%&'()*+,-./012346789:;<=>?@ABCDEFGHIJKLMNOPQRSTUVWZ[]^_acdefg
0x00725124	 !"#$%&'()*+,-./0123456789:;<=>?@ABCDEGHIJKLMNOPQRSTUVWXYZ[\]`
0x00725178	 !"#$%&'()*+,./012346789:;<=>?@ABCDEFGHJKLMNOPRSTVWXZ[\]^_`cdefghij
0x007251d8	 !#$%'()*+,-012456789;<=>?@ABCDEFGHIJKLMOPQRSTUWXYZ[\]^_`abc
0x00725232	 !"#$%&'()*+,-./0123456789:;<=>@ABCDEHIKLMOQRSTXYZ[\]^_`acd
0x0072538d	 !"#&')*+-./012367:;<=>?BCEFGIJKLMNORSTVWXYZ[^_abcefghijknprstuvwz{}
0x00725440	!"#$&'()*+-./12356789:;<=>?@ABCDEFGJKMNOQSTUVWZ\_`abcfgijkmnopqrsvx
0x00727ff2	 !"#$%&'()*+,-./0123456789@ABCDEFGHIJK
0x007283f2	 !"#$%&'()0123456789:;<=>?@ABCDEFGHIJK
0x007284f2	 !"#$%,-./0123456789:;<=>?@ABCDEFGHIJK
0x00728532	 !"#$%&'()*+,-./0123456789@ABCDEFGHIJK
0x00728932	 !"#$%&'()0123456789:;<=>?@ABCDEFGHIJK
0x00728a32	 !"#$%,-./0123456789:;<=>?@ABCDEFGHIJK
0x00728a72	 !"#$%&'()*+,-./0123456789@ABCDEFGHIJK
0x00744f00	ios::eofbit set
0x00744f10	ios::failbit set
0x00744f24	ios::badbit set
0x00744f5c	string too long
0x00744f8c	invalid string position
0x00744fc8	Button
0x00744fe8	ListBox
0x00745028	ComboBox
0x00745048	Static
0x00745068	ComboLBox
0x0075b866	timeGetTime
0x0075b872	WINMM.dll
0x0075b88a	DirectInput8Create
0x0075b89e	DINPUT8.dll
0x0075b8ac	LeaveCriticalSection
0x0075b8c4	EnterCriticalSection
0x0075b8dc	Sleep
0x0075b8e4	CloseHandle
0x0075b8f2	ReadFile
0x0075b8fe	GetFileSize
0x0075b90c	CreateFileA
0x0075b91a	FormatMessageA
0x0075b92c	GetLastError
0x0075b93c	WriteFile
0x0075b948	OutputDebugStringA
0x0075b95e	ExitProcess
0x0075b96c	lstrcmpiA
0x0075b978	MulDiv
0x0075b982	GetFullPathNameA
0x0075b996	QueryPerformanceCounter
0x0075b9b0	QueryPerformanceFrequency
0x0075b9cc	MultiByteToWideChar
0x0075b9e2	WideCharToMultiByte
0x0075b9f8	lstrcatA
0x0075ba04	GetVersion
0x0075ba12	GlobalFree
0x0075ba20	GlobalAlloc
0x0075ba2e	GetModuleHandleA
0x0075ba42	DebugBreak
0x0075ba50	GetProcAddress
0x0075ba62	LoadLibraryA
0x0075ba72	InterlockedIncrement
0x0075ba8a	InterlockedDecrement
0x0075baa2	DeleteFileA
0x0075bab0	GetTempFileNameA
0x0075bac4	GetProfileIntA
0x0075bad6	FatalAppExitA
0x0075bae6	LocalFree
0x0075baf2	MapViewOfFile
0x0075bb02	CreateFileMappingA
0x0075bb18	CreateFileW
0x0075bb26	GetVersionExA
0x0075bb36	UnmapViewOfFile
0x0075bb48	LockResource
0x0075bb58	LoadResource
0x0075bb68	SizeofResource
0x0075bb7a	FindResourceA
0x0075bb8a	GetProcessHeap
0x0075bb9c	IsProcessorFeaturePresent
0x0075bbb8	HeapFree
0x0075bbc4	lstrcpyA
0x0075bbce	KERNEL32.dll
0x0075bbde	UpdateWindow
0x0075bbee	IsIconic
0x0075bbfa	EnableWindow
0x0075bc0a	DefWindowProcA
0x0075bc1c	SetCursor
0x0075bc28	GetSystemMetrics
0x0075bc3c	GetClientRect
0x0075bc4c	GetWindowRect
0x0075bc5c	CallWindowProcA
0x0075bc6e	wsprintfA
0x0075bc7a	ClientToScreen
0x0075bc8c	GetCursorPos
0x0075bc9c	ReleaseDC
0x0075bca8	GetDC
0x0075bcb0	ChangeDisplaySettingsA
0x0075bcca	SetWindowLongA
0x0075bcdc	SetMenu
0x0075bce6	GetMenu
0x0075bcf0	PostMessageA
0x0075bd00	GetWindowLongA
0x0075bd12	SendMessageA
0x0075bd22	GetFocus
0x0075bd2e	GetKeyboardState
0x0075bd42	ScreenToClient
0x0075bd54	GetAsyncKeyState
0x0075bd68	ShowCursor
0x0075bd76	ShowWindow
0x0075bd84	MessageBoxA
0x0075bd92	DrawTextA
0x0075bd9e	CreateWindowExA
0x0075bdb0	LoadMenuA
0x0075bdbc	AdjustWindowRect
0x0075bdd0	SetRect
0x0075bdda	RegisterClassA
0x0075bdec	LoadCursorA
0x0075bdfa	LoadIconA
0x0075be06	PostQuitMessage
0x0075be18	DestroyWindow
0x0075be28	DestroyMenu
0x0075be36	TrackPopupMenuEx
0x0075be4a	GetSubMenu
0x0075be58	GetClassLongA
0x0075be68	SetWindowPos
0x0075be78	DialogBoxParamA
0x0075be8a	EndDialog
0x0075be96	GetDlgItem
0x0075bea4	DispatchMessageA
0x0075beb8	TranslateMessage
0x0075becc	TranslateAcceleratorA
0x0075bee4	GetMessageA
0x0075bef2	PeekMessageA
0x0075bf02	LoadAcceleratorsA
0x0075bf16	GetIconInfo
0x0075bf22	USER32.dll
0x0075bf30	DeleteDC
0x0075bf3c	DeleteObject
0x0075bf4c	ExtTextOutA
0x0075bf5a	GetTextExtentPoint32A
0x0075bf72	SetTextAlign
0x0075bf82	SetBkColor
0x0075bf90	SetTextColor
0x0075bfa0	SelectObject
0x0075bfb0	CreateFontA
0x0075bfbe	GetDeviceCaps
0x0075bfce	SetMapMode
0x0075bfdc	CreateDIBSection
0x0075bff0	CreateCompatibleDC
0x0075c006	GetGlyphOutlineA
0x0075c01a	GetTextMetricsA
0x0075c02c	GetObjectA
0x0075c03a	SetBkMode
0x0075c046	GetStockObject
0x0075c058	GetDIBits
0x0075c062	GDI32.dll
0x0075c06e	GetOpenFileNameA
0x0075c080	comdlg32.dll
0x0075c090	RegCloseKey
0x0075c09e	RegQueryValueExA
0x0075c0b2	RegOpenKeyExA
0x0075c0c2	RegSetValueExA
0x0075c0d4	RegOpenKeyA
0x0075c0e0	ADVAPI32.dll
0x0075c0f0	ImmSetOpenStatus
0x0075c104	ImmGetOpenStatus
0x0075c118	ImmReleaseContext
0x0075c12c	ImmGetCompositionStringA
0x0075c148	ImmGetContext
0x0075c158	ImmSetCompositionWindow
0x0075c172	ImmGetConversionStatus
0x0075c18a	IMM32.dll
0x0075c194	DSOUND.dll
0x0075c1a0	COMCTL32.dll
0x0075c1ae	oledlg.dll
0x0075c1ba	OLEPRO32.DLL
0x0075c1c8	WS2_32.dll
0x0075c1d6	acmStreamConvert
0x0075c1ea	acmStreamPrepareHeader
0x0075c204	acmStreamSize
0x0075c214	acmStreamOpen
0x0075c224	acmStreamClose
0x0075c236	acmStreamUnprepareHeader
0x0075c250	MSACM32.dll
0x0075c25e	Direct3DCreate8
0x0075c26e	d3d8.dll
0x0075c27a	timeBeginPeriod
0x0075c28c	timeGetDevCaps
0x0075c29e	timeEndPeriod
0x0075c2ae	mmioOpenA
0x0075c2ba	mmioClose
0x0075c2c6	mmioSeek
0x0075c2d2	mmioGetInfo
0x0075c2e0	mmioSetInfo
0x0075c2ee	mmioAdvance
0x0075c2fc	mmioAscend
0x0075c30a	mmioRead
0x0075c316	mmioDescend
0x0075c324	GlobalUnlock
0x0075c334	GlobalLock
0x0075c342	GetCurrentThreadId
0x0075c358	GetCurrentThread
0x0075c36c	lstrcmpA
0x0075c378	GlobalDeleteAtom
0x0075c38c	GetModuleFileNameA
0x0075c3a2	WaitForSingleObject
0x0075c3b8	SetEvent
0x0075c3c4	ResumeThread
0x0075c3d4	CreateEventA
0x0075c3e4	GlobalAddAtomA
0x0075c3f6	GetPrivateProfileIntA
0x0075c40e	GetPrivateProfileStringA
0x0075c42a	WritePrivateProfileStringA
0x0075c448	lstrlenA
0x0075c454	GlobalFindAtomA
0x0075c466	GlobalGetAtomNameA
0x0075c47c	FreeLibrary
0x0075c48a	GetFileAttributesA
0x0075c4a0	lstrcpynA
0x0075c4ac	SetFileTime
0x0075c4ba	GetFileTime
0x0075c4c8	GetDiskFreeSpaceA
0x0075c4dc	SetLastError
0x0075c4ec	DuplicateHandle
0x0075c4fe	GetCurrentProcess
0x0075c512	SetFilePointer
0x0075c524	FlushFileBuffers
0x0075c538	LockFile
0x0075c544	UnlockFile
0x0075c552	SetEndOfFile
0x0075c562	MoveFileA
0x0075c56e	FindClose
0x0075c57a	FindFirstFileA
0x0075c58c	GetVolumeInformationA
0x0075c5a4	GetStringTypeExA
0x0075c5b8	GetThreadLocale
0x0075c5ca	GetShortPathNameA
0x0075c5de	LocalFileTimeToFileTime
0x0075c5f8	SystemTimeToFileTime
0x0075c610	GlobalFlags
0x0075c61e	LocalAlloc
0x0075c62c	InitializeCriticalSection
0x0075c648	TlsAlloc
0x0075c654	DeleteCriticalSection
0x0075c66c	GlobalHandle
0x0075c67c	TlsFree
0x0075c686	GlobalReAlloc
0x0075c696	TlsSetValue
0x0075c6a4	LocalReAlloc
0x0075c6b4	TlsGetValue
0x0075c6c2	GetCurrentDirectoryA
0x0075c6da	GetProcessVersion
0x0075c6ee	GetCPInfo
0x0075c6fa	GetOEMCP
0x0075c706	SetErrorMode
0x0075c716	FileTimeToSystemTime
0x0075c72e	FileTimeToLocalFileTime
0x0075c748	GetTickCount
0x0075c758	RtlUnwind
0x0075c764	RaiseException
0x0075c776	HeapAlloc
0x0075c782	GetDriveTypeA
0x0075c792	GetACP
0x0075c79c	GetFileType
0x0075c7aa	GetStartupInfoA
0x0075c7bc	GetCommandLineA
0x0075c7ce	TerminateProcess
0x0075c7e2	CreateThread
0x0075c7f2	ExitThread
0x0075c800	SetStdHandle
0x0075c810	HeapReAlloc
0x0075c81e	HeapSize
0x0075c82a	GetTimeZoneInformation
0x0075c844	GetSystemTime
0x0075c854	GetLocalTime
0x0075c864	SetUnhandledExceptionFilter
0x0075c882	SetHandleCount
0x0075c894	GetStdHandle
0x0075c8a4	HeapDestroy
0x0075c8b2	HeapCreate
0x0075c8c0	VirtualFree
0x0075c8ce	VirtualAlloc
0x0075c8de	IsBadWritePtr
0x0075c8ee	IsValidLocale
0x0075c8fe	IsValidCodePage
0x0075c910	GetLocaleInfoA
0x0075c922	EnumSystemLocalesA
0x0075c938	GetUserDefaultLCID
0x0075c94e	GetStringTypeA
0x0075c960	GetStringTypeW
0x0075c972	LCMapStringA
0x0075c982	LCMapStringW
0x0075c992	UnhandledExceptionFilter
0x0075c9ae	FreeEnvironmentStringsA
0x0075c9c8	FreeEnvironmentStringsW
0x0075c9e2	GetEnvironmentStrings
0x0075c9fa	GetEnvironmentStringsW
0x0075ca14	IsBadReadPtr
0x0075ca24	IsBadCodePtr
0x0075ca34	GetLocaleInfoW
0x0075ca46	CompareStringA
0x0075ca58	CompareStringW
0x0075ca6a	SetEnvironmentVariableA
0x0075ca84	TerminateThread
0x0075ca96	WaitForMultipleObjects
0x0075cab0	ResetEvent
0x0075cabe	PulseEvent
0x0075cacc	CreateSemaphoreA
0x0075cae0	ReleaseSemaphore
0x0075caf4	InterlockedExchange
0x0075cb0a	GetProfileStringA
0x0075cb1e	IsWindowEnabled
0x0075cb30	GetParent
0x0075cb3c	CreateDialogIndirectParamA
0x0075cb5a	IsWindow
0x0075cb66	SetActiveWindow
0x0075cb78	GetActiveWindow
0x0075cb8a	GetNextDlgTabItem
0x0075cb9e	ShowOwnedPopups
0x0075cbb0	GetLastActivePopup
0x0075cbc6	SetWindowsHookExA
0x0075cbda	IsWindowVisible
0x0075cbec	ValidateRect
0x0075cbfc	CallNextHookEx
0x0075cc0e	GetKeyState
0x0075cc1c	EnableMenuItem
0x0075cc2e	CheckMenuItem
0x0075cc3e	SetMenuItemBitmaps
0x0075cc54	ModifyMenuA
0x0075cc62	GetMenuState
0x0075cc72	LoadBitmapA
0x0075cc80	GetMenuCheckMarkDimensions
0x0075cc9e	SendDlgItemMessageA
0x0075ccb4	IsDialogMessageA
0x0075ccc8	SetWindowTextA
0x0075ccda	GetWindowTextA
0x0075ccec	GetWindowTextLengthA
0x0075cd04	GetDlgCtrlID
0x0075cd14	MoveWindow
0x0075cd22	SetFocus
0x0075cd2e	SetWindowContextHelpId
0x0075cd48	GetWindow
0x0075cd54	MapDialogRect
0x0075cd64	GetWindowPlacement
0x0075cd7a	SystemParametersInfoA
0x0075cd92	IntersectRect
0x0075cda2	OffsetRect
0x0075cdb0	RegisterWindowMessageA
0x0075cdca	SetForegroundWindow
0x0075cde0	GetForegroundWindow
0x0075cdf6	GetMessagePos
0x0075ce06	GetMessageTime
0x0075ce18	RemovePropA
0x0075ce26	GetPropA
0x0075ce32	UnhookWindowsHookEx
0x0075ce48	SetPropA
0x0075ce54	GetMenuItemID
0x0075ce64	GetMenuItemCount
0x0075ce78	GetClassInfoA
0x0075ce88	WinHelpA
0x0075ce94	GetCapture
0x0075cea2	IsChild
0x0075ceac	GetTopWindow
0x0075cebc	EndDeferWindowPos
0x0075ced0	CopyRect
0x0075cedc	BeginDeferWindowPos
0x0075cef2	DeferWindowPos
0x0075cf04	EqualRect
0x0075cf10	AdjustWindowRectEx
0x0075cf26	GetSysColor
0x0075cf34	MapWindowPoints
0x0075cf46	InvalidateRect
0x0075cf58	SetRectEmpty
0x0075cf68	ReleaseCapture
0x0075cf7a	GetDesktopWindow
0x0075cf8e	ReuseDDElParam
0x0075cfa0	UnpackDDElParam
0x0075cfb2	BringWindowToTop
0x0075cfc6	GetWindowDC
0x0075cfd4	BeginPaint
0x0075cfe2	EndPaint
0x0075cfee	TabbedTextOutA
0x0075d000	GrayStringA
0x0075d00e	CharUpperA
0x0075d01c	GetClassNameA
0x0075d02c	PtInRect
0x0075d038	InsertMenuA
0x0075d046	DeleteMenu
0x0075d054	GetMenuStringA
0x0075d066	GetSysColorBrush
0x0075d07a	LoadStringA
0x0075d088	DestroyIcon
0x0075d096	CharNextA
0x0075d0a2	CopyAcceleratorTableA
0x0075d0ba	GetNextDlgGroupItem
0x0075d0d0	MessageBeep
0x0075d0de	InflateRect
0x0075d0ec	RegisterClipboardFormatA
0x0075d108	PostThreadMessageA
0x0075d11e	IsWindowUnicode
0x0075d130	DefDlgProcA
0x0075d13e	DrawFocusRect
0x0075d14e	ExcludeUpdateRgn
0x0075d162	ShowCaret
0x0075d16e	HideCaret
0x0075d17a	CreateBitmap
0x0075d18a	GetClipBox
0x0075d198	SaveDC
0x0075d1a2	RestoreDC
0x0075d1ae	SetViewportOrgEx
0x0075d1c2	OffsetViewportOrgEx
0x0075d1d8	SetViewportExtEx
0x0075d1ec	ScaleViewportExtEx
0x0075d202	SetWindowExtEx
0x0075d214	ScaleWindowExtEx
0x0075d228	IntersectClipRect
0x0075d23c	GetViewportExtEx
0x0075d250	GetWindowExtEx
0x0075d262	CreateSolidBrush
0x0075d276	PtVisible
0x0075d282	RectVisible
0x0075d290	TextOutA
0x0075d29c	Escape
0x0075d2a6	GetTextColor
0x0075d2b6	GetBkColor
0x0075d2c4	DPtoLP
0x0075d2ce	LPtoDP
0x0075d2d8	GetMapMode
0x0075d2e6	PatBlt
0x0075d2f0	GetTextExtentPointA
0x0075d306	BitBlt
0x0075d310	CreateDIBitmap
0x0075d322	ClosePrinter
0x0075d332	DocumentPropertiesA
0x0075d348	OpenPrinterA
0x0075d356	WINSPOOL.DRV
0x0075d366	GetFileTitleA
0x0075d376	GetSaveFileNameA
0x0075d38a	RegQueryValueA
0x0075d39c	RegEnumKeyA
0x0075d3aa	RegDeleteKeyA
0x0075d3ba	RegCreateKeyExA
0x0075d3cc	RegDeleteValueA
0x0075d3de	SetFileSecurityA
0x0075d3f2	GetFileSecurityA
0x0075d406	RegCreateKeyA
0x0075d416	RegSetValueA
0x0075d426	DragFinish
0x0075d434	DragQueryFileA
0x0075d446	SHGetFileInfoA
0x0075d458	ExtractIconA
0x0075d466	SHELL32.dll
0x0075d474	CLSIDFromProgID
0x0075d486	CLSIDFromString
0x0075d498	CoGetClassObject
0x0075d4ac	StgOpenStorageOnILockBytes
0x0075d4ca	StgCreateDocfileOnILockBytes
0x0075d4ea	CreateILockBytesOnHGlobal
0x0075d506	CoTaskMemFree
0x0075d516	CoTaskMemAlloc
0x0075d528	OleInitialize
0x0075d538	OleUninitialize
0x0075d54a	CoFreeUnusedLibraries
0x0075d562	CoRegisterMessageFilter
0x0075d57c	CoRevokeClassObject
0x0075d592	OleFlushClipboard
0x0075d5a6	OleIsCurrentClipboard
0x0075d5bc	ole32.dll
0x0075d5c6	OLEAUT32.dll
0x0075d5d6	UnregisterClassA
0x0075e748	MICROVISION
0x0075e754	CG7MTClientDoc
0x0075e76c	CG7MTClientView
0x0075e77c	Chg REsize
0x0075e788	RestoreDeviceObjects T=%f[sec]\n
0x0075e7c0	DblClick L\n
0x0075e7d8	LBUTTONDOWN\n
0x0075e7f4	RBUTTONDOWN\n
0x0075e810	CMainFrame
0x0075e81c	[mpsClientLobbyMessage] input: too large parameter\n
0x0075e858	.?AVexception@@
0x0075e870	.?AVruntime_error@std@@
0x0075e888	[mpsCTLobbyMsgParseSystemImp::send_message] unsupported msgtype = 0x%X\n
0x0075e8d0	[mpsCTLobbyMsgParseSystemImp::parse_message] not registed handler.\n
0x0075e914	_ERR:[mpsCTLobbyMsgParseSystemImp::produce_message] unsupported message format = %d\n
0x0075e96c	_INF:[mpsCTLobbyMsgParseSystemImp::produce_message] create new message. total %d counts.\n
0x0075e9c8	_ERR:[mpsGameMsgParseSystem::recycle_message] unsupported message format = %d\n
0x0075ea18	[mpsClientLobbyMessage] input: too large parameter\n\n
0x0075ea50	[mpsCTMsg32ParseSystem::send_message] unsupported msgtype = 0x%X\n
0x0075ea94	[mpsCTMsg32ParseSystem::parse_message] not registed handler.\n
0x0075ead4	_ERR:[mpsCTMsg32ParseSystem::produce_message] unsupported message format = %d\n
0x0075eb24	_INF:[mpsCTMsg32ParseSystem::produce_message] create new message. total %d counts.\n
0x0075eb78	[mpsClientMessage32] input: too large parameter\n\n
0x0075ebac	_ERR:%s
0x0075ebb4	[mpsMsgParseSystem::regist_parser] max length[%d] is too big.\n
0x0075ebf8	%s# %s\n
0x0075ec00	[mpsMsgParseSystem::parse_to_string] %s
0x0075ec28	buffer size overflow.\n
0x0075ec40	[mpsMsgParseSystem::parse_to_struct] %s
0x0075ec68	[mpsMsgParseSystem::conv_msgtype] %s
0x0075ecd8	CommandGenerateCharacterCharge
0x0075ecf8	CommandExtensionCharacterCharge
0x0075ed18	CommandOriginalCharacterCharge
0x0075ed38	ResponseCharacterEntryState
0x0075ed54	RequestCharacterEntryState
0x0075ed70	ResponseUnChargeCharacter
0x0075ed8c	RequestUnChargeCharacter
0x0075eda8	ResponseInformationAccount
0x0075edc4	RequestInformationAccount
0x0075ede4	entry_character[%d]={
0x0075ee00	friendship=
0x0075ee0c	final_fame=
0x0075ee18	already_fame=
0x0075ee28	final_evaluation=
0x0075ee3c	already_evaluation=
0x0075ee50	ending[%d]={
0x0075ee60	face=
0x0075ee68	rank=
0x0075ee70	blood=
0x0075ee78	flagship_name[%d]={
0x0075ee8c	titlename[%d]={
0x0075ee9c	display_name[%d]={
0x0075eeb0	firstname[%d]={
0x0075eec0	lastname[%d]={
0x0075eed4	ability[8]={
0x0075eeec	birthday_day=
0x0075eefc	birthday_month=
0x0075ef14	generated=
0x0075ef20	camp=
0x0075ef28	power=
0x0075ef30	session_id=
0x0075ef3c	extension_character[%d]={
0x0075ef58	fame=
0x0075ef64	state=
0x0075ef70	_INF:ResponseInformationAccount# 
0x0075ef94	id[%d]={
0x0075efa0	_INF:ResponseUnChargeCharacter# 
0x0075efc4	num[%d]={
0x0075efd0	_INF:ResponseCharacterEntryState# 
0x0075eff4	[Output_CommandOriginalCharacterCharge::get_length] id_size[%d] is over than 5.\n
0x0075f048	[Output_CommandOriginalCharacterCharge::output_to_stream] id_size[%d] is over than 5.\n
0x0075f0a0	_INF:CommandOriginalCharacterCharge# 
0x0075f0c8	_INF:CommandExtensionCharacterCharge# 
0x0075f0f0	[Output_CommandGenerateCharacterCharge::get_length] flagshipname_size[%d] is over than 13.\n
0x0075f14c	[Output_CommandGenerateCharacterCharge::get_length] firstname_size[%d] is over than 13.\n
0x0075f1a8	[Output_CommandGenerateCharacterCharge::get_length] lastname_size[%d] is over than 13.\n
0x0075f200	[Output_CommandGenerateCharacterCharge::output_to_stream] flagshipname_size[%d] is over than 13.\n
0x0075f264	[Output_CommandGenerateCharacterCharge::output_to_stream] firstname_size[%d] is over than 13.\n
0x0075f2c4	[Output_CommandGenerateCharacterCharge::output_to_stream] lastname_size[%d] is over than 13.\n
0x0075f324	check=
0x0075f32c	flagshipname[%d]={
0x0075f340	flagship_kind=
0x0075f350	flagship_type=
0x0075f360	title=
0x0075f368	special_ability_num=
0x0075f380	bonus_point=
0x0075f390	birth_day=
0x0075f39c	birth_month=
0x0075f3ac	request_category=
0x0075f3c0	_INF:CommandGenerateCharacterCharge# 
0x0075f3e8	_INF:RequestInformationAccount# 
0x0075f40c	_INF:RequestUnChargeCharacter# 
0x0075f42c	_INF:RequestCharacterEntryState# 
0x0075f450	[Input_CommandOriginalCharacterCharge::input_from_stream] id_size[%d] is over than 5.\n
0x0075f4a8	[Input_CommandGenerateCharacterCharge::input_from_stream] flagshipname_size[%d] is over than 13.\n
